# t,x,y,z,vx,vy,vz,ax,ay,az
4.380000,-0.412110,6.406341,0.000000,-0.375839,2.909156,0.000000,-0.170670,-0.022049,0.000000
4.400000,-0.419661,6.464520,0.000000,-0.380976,2.921935,0.000000,-0.172199,-0.022452,0.000000
4.420000,-0.427315,6.522954,0.000000,-0.386159,2.934703,0.000000,-0.173734,-0.022861,0.000000
4.440000,-0.435073,6.581643,0.000000,-0.391388,2.947461,0.000000,-0.175276,-0.023275,0.000000
4.460000,-0.442936,6.640588,0.000000,-0.396664,2.960209,0.000000,-0.176823,-0.023694,0.000000
4.480000,-0.450905,6.699787,0.000000,-0.401987,2.972946,0.000000,-0.178377,-0.024119,0.000000
4.500000,-0.458980,6.759241,0.000000,-0.407357,2.985672,0.000000,-0.179937,-0.024550,0.000000
4.520000,-0.467163,6.818950,0.000000,-0.412774,2.998388,0.000000,-0.181502,-0.024987,0.000000
4.540000,-0.475455,6.878913,0.000000,-0.418238,3.011092,0.000000,-0.183074,-0.025429,0.000000
4.560000,-0.483856,6.939129,0.000000,-0.423750,3.023786,0.000000,-0.184653,-0.025877,0.000000
4.580000,-0.492368,6.999600,0.000000,-0.429309,3.036468,0.000000,-0.186237,-0.026331,0.000000
4.600000,-0.500992,7.060324,0.000000,-0.434916,3.049139,0.000000,-0.187827,-0.026791,0.000000
4.620000,-0.509728,7.121301,0.000000,-0.440571,3.061798,0.000000,-0.189423,-0.027257,0.000000
4.640000,-0.518577,7.182532,0.000000,-0.446275,3.074446,0.000000,-0.191026,-0.027729,0.000000
4.660000,-0.527541,7.244015,0.000000,-0.452027,3.087081,0.000000,-0.192634,-0.028206,0.000000
4.680000,-0.536620,7.305751,0.000000,-0.457827,3.099705,0.000000,-0.194248,-0.028690,0.000000
4.700000,-0.545815,7.367740,0.000000,-0.463676,3.112317,0.000000,-0.195868,-0.029181,0.000000
4.720000,-0.555128,7.429980,0.000000,-0.469575,3.124916,0.000000,-0.197495,-0.029677,0.000000
4.740000,-0.564559,7.492472,0.000000,-0.475522,3.137503,0.000000,-0.199127,-0.030180,0.000000
4.760000,-0.574109,7.555216,0.000000,-0.481519,3.150077,0.000000,-0.200765,-0.030689,0.000000
4.780000,-0.583779,7.618212,0.000000,-0.487566,3.162638,0.000000,-0.202409,-0.031204,0.000000
4.800000,-0.593571,7.681458,0.000000,-0.493662,3.175186,0.000000,-0.204059,-0.031726,0.000000
4.820000,-0.603485,7.744956,0.000000,-0.499808,3.187722,0.000000,-0.205714,-0.032254,0.000000
4.840000,-0.613523,7.808704,0.000000,-0.506004,3.200244,0.000000,-0.207376,-0.032789,0.000000
4.860000,-0.623684,7.872702,0.000000,-0.512250,3.212752,0.000000,-0.209043,-0.033330,0.000000
4.880000,-0.633971,7.936950,0.000000,-0.518547,3.225247,0.000000,-0.210716,-0.033878,0.000000
4.900000,-0.644384,8.001448,0.000000,-0.524895,3.237728,0.000000,-0.212395,-0.034433,0.000000
4.920000,-0.654924,8.066196,0.000000,-0.531293,3.250196,0.000000,-0.214080,-0.034995,0.000000
4.940000,-0.665593,8.131193,0.000000,-0.537743,3.262649,0.000000,-0.215770,-0.035563,0.000000
4.960000,-0.676391,8.196439,0.000000,-0.544244,3.275088,0.000000,-0.217466,-0.036138,0.000000
4.980000,-0.687320,8.261933,0.000000,-0.550796,3.287512,0.000000,-0.219167,-0.036720,0.000000
5.000000,-0.698379,8.327676,0.000000,-0.557399,3.299922,0.000000,-0.220875,-0.037309,0.000000
5.020000,-0.709571,8.393667,0.000000,-0.564054,3.312317,0.000000,-0.222588,-0.037904,0.000000
5.040000,-0.720897,8.459906,0.000000,-0.570762,3.324697,0.000000,-0.224306,-0.038507,0.000000
5.060000,-0.732357,8.526392,0.000000,-0.577521,3.337062,0.000000,-0.226030,-0.039117,0.000000
5.080000,-0.743953,8.593126,0.000000,-0.584333,3.349411,0.000000,-0.227760,-0.039735,0.000000
5.100000,-0.755685,8.660106,0.000000,-0.591197,3.361745,0.000000,-0.229495,-0.040359,0.000000
5.120000,-0.767555,8.727333,0.000000,-0.598113,3.374064,0.000000,-0.231236,-0.040991,0.000000
